title,price,artwork_detail,edition_detail,dimensions,,,,,,,
Psalm:  Exaudiat te Dominus, å£3--700.00, Silkscreen with Glaze, Limited Edition of 25, 74cm x 71.5cm,,,,,,,
Psalm: Judica-- Domino, å£3--800.00, Silkscreen with Glaze, Limited Edition of 25, 45.7cm x 45.7cm,,,,,,,
Death and Glory-- Autumn Gold/Sunset Gold Glorious Skull, SOLD, 2 colour foil block on 300gsm Arches 88 archival paper , Signed Limited Edition of 2 (framed), 56cm x 76cm,,,,,,,
Death and Glory-- Grafix Gold/European Gold Glorious Skull, SOLD, 2 colour foil block on 300gsm Arches 88 archival paper , Signed Limited Edition of 2(framed), 56cm x 77cm,,,,,,,
*Made In China , å£475.00, Hand Finished Silkscreen , Signed Limited Edition of 50, 66cm x 102cm,,,,,,,
Tomato Spray , SOLD, Silkscreen &amp; Mixed Media Original on Paper, Original , 60cm x 81cm,,,,,,,
Swastika Eyes, å£1--500.00, Giclee, Signed Limited Edition of 750 (framed), 67cm x 87cm,,,,,,,
God Save Our Forests, å£450.00, Silkscreen,  Signed Limited Edition of 60, 42cm x 53.5cm,,,,,,,
Liberty (Black) , POA, Giclee Hand Finished with Silkscreens , Signed Limited Edition of 10, 112cm x 82cm,,,,,,,
Liberty (Red) , å£2--500.00, Giclee Hand Finished with Silkscreens , Signed Limited Edition of 10, 112cm x 82cm,,,,,,,
Diamond Queen , å£525.00, Giclee and Silkscreen , Giclee and Silkscreen with Diamond Dust Signed Limited Edition of 60, 42cm x 50cm,,,,,,,
Time is Money , å£2--500.00, Giclee and Silkscreen , Signed Limited Edition of 90, 78cm x 114cm,,,,,,,
Judgement , å£650.00, Giclee , Signed Limited Edition of 90, 41cm x 59cm ,,,,,,,
Door (Green), å£1--125.00, Giclee with Silkscreen Glaze, Signed Limited Edition of 35, 55cm x 98cm,,,,,,,
Door (Pink), å£1--125.00, Giclee with Silkscreen Glaze, Signed Limited Edition of 35, 55cm x 98cm,,,,,,,
Door (Blue), å£1--125.00, Giclee with Silkscreen Glaze, Signed Limited Edition of 35, 55cm x 98cm,,,,,,,
Camouflage Fright Wig - Blue and Bronze on Pink-- 2007 , å£2--000.00, Silkscreen, Signed Limited Edition, 100cm x 100cm,,,,,,,
Hasta La Victoria 2004 , å£2--200.00, Silkscreen  with Diamond Dust, Signed Limited Edition, ,,,,,,,
Camouflage Fright Wig - Silver and Orange on Taupe-- 2007 , å£2--000.00, Silkscreen, Signed Limited Edition, 100cm x 100cm,,,,,,,
Kate Moss 02, å£4--000.00, Hand Printed Silver Gelatin Photograph on Foma Paper with Gold Toning, Signed Limited Edition of 10, 50.8cm x 60.96cm,,,,,,,
Kate Moss FR28, å£3--500.00, Hand Printed Silver Gelatin Photograph on Ilford Bromide Warm Tone, signed Limited Edition of 10, 50.8cm x 60.96cm,,,,,,,
Kate Moss FR03, å£3--500.00, Hand Printed Silver Gelatin Photograph on Ilford Bromide Warm Tone, Signed Limited Edition of 10, 50.8cm x 60.96cm,,,,,,,
Kate Moss 12, å£3--500.00, Hand Printed Silver Gelatin Photograph on Foma Paper with Gold Toning, Signed Limited Edition of 10, 50.8cm x 60.96cm,,,,,,,
Kate Moss 24, å£3--500.00, Hand Printed Silver Gelatin Photograph on Foma Paper with Gold Toning, Signed Limited Edition of 10, 50.8cm x 60.96cm,,,,,,,
Kate Moss 32, å£3--500.00, Hand Printed Silver Gelatin Photograph on Foma Paper with Gold Toning, Signed Limited Edition of 10, 50.8cm x 60.96cm,,,,,,,
Kate Moss 18, å£2--000.00, Photograph on C-Type Metallic Lamda Paper, Signed Limited Edition of 10, 50.8cm x 60.96cm,,,,,,,
Kate Moss 29, å£2--000.00, Photograph on C-Type Metallic Lamda Paper, Signed Limited Edition of 10, 50.8cm x 60.96cm,,,,,,,
Kate Moss Quartet, å£250.00, Giclee , Signed Limited Edition of 88, 27.5cm x 110cm,,,,,,,
Kate Moss FR03 (Print), å£250.00, Giclee, Signed Limited Edition of 40, 56cm x 76cm,,,,,,,
The Ancestral, å£150.00, Giclee and Silkscreen, Signed Limited Edition of 25, 50cm x 50cm,,,,,,,
Geranium, å£4--750.00, Linocut and Silkscreen, Signed Limited Edition of 18, 130cm x 89cm,,,,,,,
K2 Plant Hire , å£3--000.00, Giclee Print on Acid Free Watercolour Paper , Signed AP 1/1 (framed), 116cm x 166cm,,,,,,,
Labyrinth TS172 Monochrome, å£2--000.00, Pigment Print, Signed Limited Edition of 20, 92.3cm x 140cm ,,,,,,,
Escape Artist (Green and Red), SOLD, Light Jet Digital C-type on Fuji Crystal Archive Paper, Signed and Numbered Edition of 175, 56.5cm x 82cm,,,,,,,
Julianne Moore at the Crillon Hotel-- Paris 2008, POA, C-type on Fuji Crystal Supergloss Paper, Signed and Numbered, Edition of 175, 60cm x 50cm,,,,,,
Lara Stone 2008, å£2--500.00, C-type on Fuji Crystal Supergloss Paper, Signed and Numbered, Edition of 175, 50cm x 60cm,,,,,,
"OHMBOY (CROP) - ""FAGGOT"" TACKLES", å£275.00, Screenprint, Hand-Finished with Mixed Media on Vintage Newspaper, Limited Edition of 40, 57.5cm x 43cm (Framed),,,,,,
Mick Jagger-- 1975, POA, Silkscreen Print, Signed by Warhol, Signed by Jagger, Limited Edition Artist Proof of 50, 73cm x 110cm,,,,,
Puppy, å£12--500.00, Screen Print, Signed, Edition of 75 - 1999, 106.7 x 64.8cm,,,,,,
Pink Bow (Celebration series) 2013, å£18--000.00, Inkjet, Signed Edition of 50, 94cm x 115cm,,,,,,,
Sphinx - Gold Leaf, å£1--200.00, Hand Finished with Gold Overglaze Silkscreen , Signed Limited Edition of 150, 55cm x 70cm,,,,,,,
Sphinx - Silver Leaf, å£1--200.00, Hand Finished with Silver Overglaze Silkscreen, Signed Limited Edition of 150, 55cm x 70cm,,,,,,,
Lavinia Plantia, å£2--400.00, Pigment Print , Signed Limited Edition of 59, 70cm X 104cm,,,,,,,
The Island of Bad Art, å£13--500.00, Etching, Signed Limited Edition of 80, 59.2cm x 44.2cm (Framed),,,,,,,
Hold Your Beliefs Lightly, å£5--000.00, Tapestry Embroidery, Signed Multiple, Edition of 250, åÊ57cm x 45cm (Framed),,,,,,
The Wave, å£450.00, Silkscreen,  Signed Limited Edition of 20, 112cm x 71cm,,,,,,,
Warhol vs Mao-- after Mapplethorpe, å£8--000.00, Chromogenic Print, Signed Limited Edition of 18 , 101.6cm x 152.4cm,,,,,,,
My Boy Isaac, å£345.00, Silkscreen Print, on 300gsm Somerset Satin, 95cm x 75cm,,,,,,,
'Untitled-- 329' Lilac-- iPad Drawing, å£9--000.00, Giclee Print on Cotton Fibre Archival Paper, Signed Limited Edition of 250, 43.2cm x 56cm (Framed),,,,,,,
Fossil Record - The Age of Aluminium, å£3--000.00, Silkscreen Print, Signed Limited Edition of 25, 101cm x 67.5cm,,,,,,,
Kuma Mela, å£2--400.00, Archival Pigment Print, Signed Limited Edition of 20, 112cm x 75cm,,,,,,,
Eye of History Etching V, å£2--400.00, Etching, Signed Limited Edition of 50, 89.5cm x 90.5cm,,,,,,,
Dawn and Gemma, å£2--850.00, Screen Print and Linoleum Block Print on Kraft and Tracing Paper on Wood, Signed Limited Edition of 40, 82cm x 61cm x 1cm,,,,,,,
Monica, å£1--900.00, Silkscreen and Acrylic on Handmade Paper, #397 of a Unique Varied Edition, 36cm x 28cm,,,,,,,
Mary, å£3--000.00, C-Print and Matte Plexiglass, Signed Limited Edition of 5, Signed Limited Edition of 5,,,,,,,
Moon, å£3--000.00, C-Print and Matte Plexiglass, Signed Limited Edition of 5, 60cm x 60cm,,,,,,,
Highness , å£2--500.00, Archival Print, Signed Limited Edition of 15, 51cm x 102cm (Framed),,,,,,,
Casino de Paris (Peach), SOLD, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 100cm x 90cm,,,,,,,
Spaceman, å£1--500.00, Oil on Canvas, Signed Original, 91cm x 92cm,,,,,,,
The Union of the Painted Ladies 1, SOLD, Glass Box with Gold Geometry, Screen Printed and Painted Butterflies, Signed Original, 32cm x 32cm x 6cm,,,,,,
Miss Monroe aka Asking for it, å£1--800.00, Latex, Signed Original, 59.4cm x 84.1cm,,,,,,,
The Dog, å£13--200.00, Spray Paint on Canvas, Signed Original , 130cm x 100cm,,,,,,,
A Little Stranger, SOLD, Oil on Board, Signed Original, 41cm x 51cm,,,,,,,
Apophenia 1, å£7--500.00, Oil on Canvas, Signed Original, 110cm x 190cm,,,,,,,
Delilah, å£3--000.00, Collage, Signed Original , 79cm x 99 cm (Framed),,,,,,,
Conjuring 1, SOLD, Spray Paint on Acid-Free Paper, Signed Original , 61cm x 81cm (Framed),,,,,,,
Nightgardening, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
EGO Wrestlers, SOLD, Acrylic on Canvas, Signed Original, 100cm x 100cm,,,,,,,
Patrick Bateman-- Tondo, å£3--600.00, Colour Chip Collage on Giclee Print, Signed Original, 98cm x 102cm (Framed),,,,,,,
Love Is, å£11--500.00, Acrylic Spray and Oil Paint on Aluminium, With Neon Light Installation (Diptych Framed), Signed Original, 165cm x 97cm,,,,,,
Cocaine Nights, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 5 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Kawaii , SOLD, Oil and Acrylic on Canvas, Signed Original, 70cm x 70cm,,,,,,,
Delicious-- Bob, å£1--950.00, Acrylic on Canvas, Signed Original, 102cm x 76cm,,,,,,,
Acid Abstractions 1, å£3--250.00, High Density Foam, with 2k Paints and Lacquer, Signed Original, 55cm x 55cm x 6cm,,,,,,
Echoes of the Future Past, å£9--000.00, Spray Paint on Canvas, Signed Original , 107cm x 127cm,,,,,,,
Marlena, SOLD, Spray Paint on Canvas , Signed Original, 100cm x 120cm ,,,,,,,
Blonde Scarlet, å£1--800.00, Enamel on aluminium, Signed Original (framed), 15cm x 12cm,,,,,,,
Swallowed by the System, å£10--000.00, Mixed Media on Canvas, Signed Original , 120cm x 120cm,,,,,,,
Love is like a Butterfly (Green) 2015, å£1--975.00, Mixed-Media Collage, Varnish, Unique Original, 122cm x 123cm,,,,,,
The Union of the Painted Ladies 2, SOLD, Glass Box with Gold Geometry, Screen Printed and Painted Butterflies, Signed Original, 32cm x 32cm x 6cm,,,,,,
Modern Art- Neon Orange, å£12--000.00, Spray Paint on Canvas, Signed Original, 100cm x 100cm,,,,,,,
A Little Stranger Too, SOLD, Oil on Board, Signed Original, 41cm x 51cm,,,,,,,
Mrs Woolf in the Cellar with a Bottle of Bleach, SOLD, Acrylic on Canvas, Signed Original, 138cm x 138cm (Framed),,,,,,,
Track Mark     , SOLD, Acrylic Ink and Crayon on Water Colour Paper, Signed Original , 56cm x 76cm,,,,,,,
Apophenia 2, å£3--500.00, Oil on Canvas, Signed Original, 100cm x 100cm,,,,,,,
Rushmore, å£3--300.00, Collage, Signed Original , 116cm x 85cm (Framed),,,,,,,
Conjuring 2, SOLD, Spray Paint on Acid-Free Paper, Signed Original , 61cm x 81cm (Framed),,,,,,,
It‰Ûªs All Custard, å£7--500.00, Felt, Acrylic, and Thread, Unique Original. Signed Felt Certificate of Authenticity, 87cm x 118.5cm x 8cm,,,,,
Casino de Paris (Pink) , å£900.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 100cm x 90cm x 4cm,,,,,,,
Dreamgaze, SOLD, Surgical blades float cast in resin with 24ct gold leaf on wood and aluminium , Signed Original (framed), 155cm x 120cm,,,,,,,
Grief Is Believing, å£1--250.00, Graphite on Paper withåÊPoster Paint, Signed Original (framed), 42cm x 59.4cm,,,,,,,
Slumscape Apps., å£4--300.00, Acrylic on Canvas, Signed Original, 91cm x 51cm,,,,,,,
The Ambassadors Wife, å£5--000.00, A diptych of Gold Leaf, Spray-paint and print on birch plywood incased in perspex boxes, Signed Original Diptych, 100cm x 100cm,,,,,,
There's Something About The Grass Always Being Greener, å£3--500.00, Oil and Ink on Canvas, Signed Original , 91cm x 91cm,,,,,,,
Let's Roll Bitch!, SOLD, Oil and Acrylic on Canvas, Signed Original, 76cm x 100cm,,,,,,,
QE90, å£1--700.00, Latex, Signed Original, 63cm x 87cm (Framed),,,,,,,
Many Hands Make Light Work- The Power of One, SOLD, Acrylic Spray and Oil Paint on Aluminium, With Neon Light Installation, Signed Original, 113cm x 113cm,,,,,,
Atrocity, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
You and Me-- Bob, å£1--950.00, Acrylic on Canvas, Signed Original, ,,,,,,,
Acid Abstractions 2 , å£3--250.00, High Density Foam, with 2k Paints and Lacquer, Signed Original, 55cm x 55cm x 6cm,,,,,,
Reasons, å£3--500.00, Spray Paint on Canvas , Signed Original, 80cm x 80cm      ,,,,,,,
Guilia , SOLD, Spray Paint on Canvas , Signed Original, 100cm x 120cm ,,,,,,,
Girl from Faust, å£1--800.00, enamel on aluminium, Signed Original (framed), 12cm x 8cm,,,,,,,
A Long Way From Home, å£10--000.00, Mixed Media on Canvas, Signed Original, 120cm x 120cm,,,,,,,
Love is like a Butterfly (Yellow) 2015, å£1--975.00, Mixed-Media Collage, Varnish, Unique Original, 122cm x 123cm,,,,,,
Lost in Space I, å£5--200.00, Oil on Canvas, Signed Original, 150cm x 100cm,,,,,,,
Date Night, å£1--500.00, Oil and Acrylic on Canvas, Signed Original, 100cm x 70cm,,,,,,,
The Union of the Painted Ladies 3, SOLD, Glass Box with Gold Geometry, Screen Printed and Painted Butterflies, Signed Original, 32cm x 32cm x 6cm,,,,,,
, , , , ,,,,,,,
Thin White Duke, å£1--700.00, Latex, Signed Original, 63cm x 87cm (Framed),,,,,,,
Modern Art- Neon Yellow, å£12--000.00, Spray Paint on Canvas, Signed Original, 100cm x 100cm,,,,,,,
Shake Them Down Son, SOLD, Acrylic Ink and Crayon on Water Colour Paper, Signed Original , 56cm x 76cm,,,,,,,
Apophenia 3, å£3--500.00, Oil on Canvas, Signed Original, 100cm x 100cm,,,,,,,
Sparrow, POA, Watercolour On Paper, Signed Original, 89cm x 68cm framed,,,,,,,
Casino de Paris (Pink and Gold), å£900.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 100cm x 90cm x 4cm,,,,,,,
The Day Before They All Died in the Fire, SOLD, Oil and Ink on Canvas , Signed Original , 76cm x 76cm ,,,,,,,
Dismal Aid London, å£4--300.00, Acrylic and Collage on Canvas, Signed Original, 91cm x 51cm,,,,,,,
My Favourite Part, SOLD, Graphite on Paper with Acrylic and Poster Paint, Signed Original (framed), 42cm x 59.4cm,,,,,,,
Laughing Woman in Orange Tweed, å£2--360.00, Enamel on Aluminium , Signed Original (framed), 9cm x 12cm ,,,,,,,
Together, SOLD, Spray Paint on Canvas, Original, Signed Verso, 90cm x 180cm,,,,,,
Concrete Island, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Maud, SOLD, Spray Paint on Canvas, Signed Original , 100cm x 120cm,,,,,,,
Bound to Infinity, SOLD, Spray Paint and Acrylic on Aluminium Plate Neon, Signed Original, 114cm x 114cm,,,,,,,
Under the Bed (After William Morris), å£3--400.00, Hand-Carved Baseball Bat, Wax, Varnish, Mount , Signed Original , 105cm x 31cm  (Framed),,,,
It's Not What You Think-- Bob, å£1--950.00, Acrylic on Canvas, Signed Original, 102cm x 76cm,,,,,,,
Acid Abstractions 3 , å£3--250.00, High Density Foam, with 2k Paints and Lacquer, Signed Original, 55cm x 55cm x 6cm,,,,,,
Ms Lovelace, å£2--900.00, Paper Collage, Signed Original Framed, 72cm x 102cm,,,,,,,
Decibels, å£12--300.00, Spray Paint on Canvas , Signed Original, 128cm x 107cm ,,,,,,,
The Art of Politics, å£8--400.00, Spray Paint on Canvas, Signed Original , 74cm x 74cm,,,,,,,
Dynamite Days, SOLD, Spray Paint on Canvas, Signed Original , 140cm x 215cm,,,,,,,
Follow The Leader, SOLD, Spray Paint and Mixed Media on Canvas, Signed Original , 150cm x 100cm,,,,,,,
Lost in Space II , å£5--200.00, Oil on Canvas, Signed Original, 150cm x 100cm,,,,,,,
Dani  (eye portrait), å£2--750.00, Spray paint on canvas, Signed Original , 120cm diameter,,,,,,,
A Mouzell for Melastomus, å£3--500.00, Acrylic on Canvas, Signed Original, 125cm x 95cm,,,,,,,
Eye Balls On Me, SOLD, Acrylic Ink and Crayon on Water Colour Paper, Signed Original , 56cm x 76cm,,,,,,,
Apophenia 4, SOLD, Oil on Canvas, Signed Original, 100cm x 100cm,,,,,,,
Blue Tit, POA, Watercolour On Paper, Signed Original, 89cm x 68cm framed,,,,,,,
Take Off Your Clothes and Live (Mint Green), å£1--500.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 120cm x 90cm x 4cm,,,,,,,
Come, å£1--250.00, Graphite on Paper withåÊPoster Paint, Signed Original (framed), 42cm x 59.4cm,,,,,,,
Bandra Green, å£4--900.00, Oil on Canvas, Signed Original, 91cm x 51cm,,,,,,,
I Hope Not ...., å£2--240.00, Enamel on Aluminium , Signed Original (framed), 13.5cm x 10.5cm,,,,,,,
Relatives are Strangers , SOLD, Acrylic on Wood with Mixed MediaåÊ, Signed Original , 80cm x 110cm,,,,,,,
Crash, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 5 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Bird and The Bees, å£6--000.00, Drawing and Painting on Paper, Framed with Painting on Sandblasted Glass, Signed Original, 121.2cm x 152.1cm (Framed),,,,,,
Open Heart, SOLD, Spray Paint and Acrylic on Aluminium Plate Neon, Signed Original, 134cm x 104cm,,,,,,,
Holier Than Thou, SOLD, Saunders Waterford 140lb Paper, Ink, Gouache, Gold Leaf, Signed Original , 54cm x 45cm (Framed),,,,
Thought, SOLD, Spray Paint on Canvas , Signed Original, 76cm x 84cm ,,,,,,,
I Love You with all of My Heart - Target 2015, å£3--000.00, Mixed-Media Collage, Varnish and Spray Paint, Unique Original, 87cm x 108cm,,,,,,
Elsbeth (eye portrait), å£2--250.00, Spray paint on canvas, Signed Original , 90cm diameter,,,,,,,
The Queen's Tears and Angels Trumpets, å£5--900.00, Mixed Media on Canvas, Signed Original , 135cm x 178cm,,,,,,,
Jimi, SOLD, Spray Paint on Canvas, Signed Original , 100cm x 100cm,,,,,,,
Multiple Mona, å£15--000.00, Silkscreen on Canvas, Signed Original , 107cm x 142cm,,,,,,,
Susurrus 'Hello Kitty', å£3--500.00, Acrylic on Canvas, Signed Original, 125cm x 95cm,,,,,,,
Times of Blue, SOLD, Acrylic Ink and Crayon on Water Colour Paper, Signed Original , 56cm x 76cm,,,,,,,
Apophenia 5, å£3--500.00, Oil on Canvas, Signed Original, 100cm x 100cm,,,,,,,
Green Dragon, POA, Traditional Chinese Lacquer Carving on Wood Panel, Signed Original , 120cm x 120cm,,,,,,,
Take Off Your Clothes and Live (Yellow), å£1--500.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 120cm x 90cm x 4cm,,,,,,,
Just Watching, å£1--250.00, Graphite on Paper with Acrylic, Signed Original (framed), 42cm x 59.4cm,,,,,,,
Long White Hair Topless Portrait, SOLD, Enamel on Aluminium , Signed Original (framed) , 11.5cm x 15cm ,,,,,,,
One Day I Was Free, SOLD, Acrylic, Gold Leaf &amp; Mixed Media on Canvas (WWII Battlefield relics), Signed Original , 105.0cm x 123.5cm,,,,,,
Crystal World, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Birdsfoot Trefoil Box, SOLD, Glass with Geometry Screenprint and 6 Painted Bees, Framed with a Cyanotype Shadow Print of Meadow Plant, Signed Original, 25cm x 25cm x 6cm (Framed),,,,,,
 Family Dinner 1 (After William Morris), å£700.00, Embroidery on William Morris Cloth, Signed Original , 61cm x 61cm (Framed),,,,,,,
The Golden Handshake, å£390.00, Paper Collage, Signed Original (framed), 17.5 x 23.5cm,,,,,,,
Through the Looking Glass with Flowers 2015, å£1--885.00, Mixed-Media Collage, Varnish, Unique Original, 91cm x 132cm,,,,,,
The Sun Rises in the North, SOLD, Traditional Chinese Lacquer Carving on Wood Panel, Signed Original , 123cm x 123cm ,,,,,,,
I Want My Crown, SOLD, Spray Paint On Canvas, Signed Original , 89cm x 116cm,,,,,,,
Faizal  (eye portrait), å£1--750.00, Spray paint on canvas, Signed Original , 60cm diameter,,,,,,,
Multiple Mona- Purple, å£10--000.00, Silkscreen on Canvas, Signed Original , 58cm x 104cm,,,,,,,
Apophenia 6, SOLD, Oil on Canvas, Signed Original, 100cm x 100cm,,,,,,,
Take Off Your Clothes and Live (Dark Green), å£1--500.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 120cm x 90cm x 4cm,,,,,,,
Like Selfies, å£1--250.00, Graphite on Paper with Acrylic, Signed Original (framed), 42cm x 59.4cm,,,,,,,
Little Girl Saffron Yellow, å£2--600.00, Enamel on Aluminium, Signed Original (framed), 11.5cm x 15cm,,,,,,,
Chuck Close-- Tondo, å£1--000.00, Colour Chip Collage on Giclee Print, Signed Original, 42cm x 42cm (Framed),,,,,,,
Aspartame, SOLD, Oil and Acrylic on Canvas, Signed Original, 140cm x 120cm,,,,,,,
Fear of Letting Go , SOLD, Acrylic on Canvas with Mixed Media, Signed Original, 123cm x 136cm,,,,,,,
Day of Creation, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Buttercup Meadow Box, å£1--400.00, Glass with Geometry Screenprint and 6 Painted Bees, Framed with a Cyanotype Shadow Print of Meadow Plant, Signed Original, 25cm x 25cm x 6cm (Framed),,,,,,
Warrior III, SOLD, Oil on Canvas, Signed Original, 102cm x 77cm,,,,,,,
Family Dinners II, å£950.00, Embroidery on William Morris Cloth, Signed Original , 61cm x 61cm (Framed),,,,,,,
Papillons dans la Nuit 2015, å£1--995.00, Mixed-Media Collage, Varnish, Unique Original, 98cm x 132cm,,,,,,
Opium 2015, å£1--275.00, Mixed-Media Collage, Varnish, Unique Original, 68cm x 79cm,,,,,,
Love , SOLD, Spray Paint on Canvas, Signed Original , 61cm x 51cm,,,,,,,
Chopper Dropper- London, SOLD, Spray Paint on 3 Layers of Glass and Aluminium in Custom Painted Frame, Signed Unique ColourwayåÊ(SignedåÊ&amp; Numbered Verso), 53cm x 73cm,,,,,,,
Apophenia 7, SOLD, Oil on Canvas, Signed Original, 100cm x 35cm,,,,,,,
Orange Bob, å£1--950.00, åÊImage Floating on 10mm Clear Glass, Signed Limited Edition of 10, 78cm x 61cm,,,,,,,
Fit Fast and Fun (Pink), å£750.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 70cm x 90cm x 4cm,,,,,,,
Maw, å£1--250.00, Graphite on Paper with Acrylic, Signed Original (framed), 42cm x 59.4cm,,,,,,,
Gates, å£4--300.00, Acrylic on Canvas, Signed Original, 91cm x 51cm,,,,,,,
Golden Haired Nurse, å£2--480.00, Enamel on Aluminium, Signed Original (framed), 11.5cm x 15cm,,,,,,,
Three Graces-- Tondo, SOLD, Colour Chip Collage on Giclee Print, Signed Original, 100cm x 106cm (Framed),,,,,,,
Cherry Blossom I , SOLD, Acrylic on Canvas, Signed Original , 111.5cm x 121.5cm,,,,,,,
Drought, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Butterfly Gold Box, SOLD, Glass with Butterfly and Geometry Screenprint, Framed with Peacock Butterfly and Gold Interior, Signed Original, 25cm x 25cm x 6cm (Framed),,,,,,
Acid Abstractions 4 , å£3--250.00, High Density Foam, with 2k Paints and Lacquer, Signed Original, 55cm x 55cm x 6cm,,,,,,
Totally Mustard, å£5--000.00, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 102cm x 46.5cm x 8cm,,,,
People Out of Work, å£1--250.00, Acrylic, Ladybird Book, Signed Original, 20cm x 25cm (Framed),,,,,,
Fit Fast and Fun (Black), å£750.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 70cm x 90cm x 4cm,,,,,,,
Orestes , å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Transition Dismaland, å£4--300.00, Oil on Canvas, Signed Original, 61cm x 51cm,,,,,,,
David Hockney-- The Guardian, SOLD, Colour Chip Collage on Fabriano 5 Paper, Signed Original, 70cm x 86cm (Framed),,,,,,,
Cherry Blossom II, SOLD, Acrylic on Canvas, Signed Original , 111.5cm x 121.5cm,,,,,,,
Drowned World, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 3 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
Cicada Gold Box, SOLD, Glass with Cicada and Geometry Screenprint, Framed with a Cicada and Gold Interior, Signed Original, 25cm x 25cm x 6cm (Framed),,,,,,
Psychedelique, å£2--100.00, Collage Mixed Media, Signed Original , 68cm x 88cm,,,,,,,
Acid Abstraction LRG 1 , å£4--250.00, High Density Foam, with 2k Paints and Lacquer, Signed Original, 75cm x 85cm ,,,,,,
From Real Beef Cows, å£5--000.00, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 74cm x 68cm x 8cm,,,,
Pequod , å£1--250.00, Acrylic, Paper Coffee Cup, Signed Original , 33cm x 20cm (Framed),,,,,,
Fit Fast and Fun (Yellow), å£750.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 70cm x 90cm x 4cm,,,,,,,
Ornithology, å£1--250.00, Graphite on Paper with Acrylic , Signed Original (framed), 42cm x 59.4cm,,,,,,,
Slum Landfill Disneyland Sign End , å£4--300.00, Acrylic on Canvas, Signed Original, 91cm x 51cm,,,,,,,
Don‰Ûªt Buy Drugs Off This Man, å£2--840.00, Enamel  on Aluminium, Signed Original (framed), 13.5cm x 21cm,,,,,,,
Kate Moss-- Playboy, SOLD, Colour Chip Collage on Fabriano 5 Paper, Signed Original, 69cm x 93cm (Framed),,,,,,,
Art Therapy, SOLD, Acrylic on Canvas, Signed Original , 121.5cm x 131.5cm,,,,,,,
Empire of The Sun, å£999.00, Diasec Mounted Lambda Print, Signed Limited Edition of 5 (Signed and Numbered on Reverse), 42cm x 67cm,,,,,,,
The Three Muses Triptych, å£4--900.00, Acrylic on Canvas, Original, 60cm x 80cm (Framed),,,,,,,
Dragonfly Gold Box, SOLD, Glass with Dragonfly and Geometry Screenprint, Framed with Dragonfly Larvae Skin and Gold Interior, Signed Original, 25cm x 25cm x 6cm (Framed),,,,,,
Cocktail Hour, å£2--500.00, Mixed Media Collage on Wood with Screen-Print, Signed Original, 100cm x 70cm,,,,,,,
Miri, SOLD, Paper Collage, Signed Original Framed, 53cm x 70.5cm,,,,,,,
I Love You with Red Flowers, å£2--100.00, Collage ‰ÛÒ Mixed Media, Signed Original , 60cm x 92cm,,,,,,,
Vessels, å£6--000.00, Oil on Canvas, Signed Original, 160cm x 120cm ,,,,,,,
63 Ways to Leave Your Lover, SOLD, Felt, Acrylic, and Thread, Unique, Signed Felt Certificate of Authenticity , 74cm x 68cm x 8cm,,,,
I Love You With All of My Heart With Butterflies (Edition no.9), SOLD, Mixed Media on Wood, Original , 126cm x 96cm,,,,,,,
The Best Nipples in London (Dark Blue), å£750.00, Silkscreen on Canvas, Signed 1-Off Colour Way of an Edition of 3, 70cm x 90cm x 4cm,,,,,,,
Other Peoples Problems, å£1--250.00, Graphite on Paper with Acrylic and Poster Paint, Signed Original (framed), 42cm x 59.4cm,,,,,,,
